"","SiteIdentification","Easting","Northing","Spacing","YieldClass","elevation","StemsPerHa","Height","Thinning","SoilMoistureRegime","SoilNutrientRegime","plantingYear","Year","mean_dbh_cm","dbhSD_cm","mean_ba_cm","baSD_cm","lon","lat"
"1","2013",320670,524315,1.7,22,320,1598.745274,23.4769784172662,"1","Fresh","Poor",1973,"1977",0.213732705328689,0.675882159308263,3.58782991904496,11.3457144014796,-3.22969852931465,54.6077438645613
"2","2013",320670,524315,1.7,22,320,1598.745274,23.4769784172662,"1","Fresh","Poor",1973,"1978",0.374423026334012,1.18402957162868,11.0107012642527,34.8188946307341,-3.22969852931465,54.6077438645613
"3","2013",320670,524315,1.7,22,320,1598.745274,23.4769784172662,"1","Fresh","Poor",1973,"1979",0.793751757301722,1.81569281566692,28.2516218403019,74.0078921557187,-3.22969852931465,54.6077438645613
"4","2013",320670,524315,1.7,22,320,1598.745274,23.4769784172662,"1","Fresh","Poor",1973,"1980",1.05388773055725,2.33462698366505,47.2504503262327,115.953071023875,-3.22969852931465,54.6077438645613
"5","2013",320670,524315,1.7,22,320,1598.745274,23.4769784172662,"1","Fresh","Poor",1973,"1981",1.45825405852048,2.86754171789065,74.8250468032082,174.113471510393,-3.22969852931465,54.6077438645613
"6","2013",320670,524315,1.7,22,320,1598.745274,23.4769784172662,"1","Fresh","Poor",1973,"1982",1.84565138503225,3.40730584632605,108.818398782299,232.957420688302,-3.22969852931465,54.6077438645613
"7","2013",320670,524315,1.7,22,320,1598.745274,23.4769784172662,"1","Fresh","Poor",1973,"1983",2.43964263912545,4.0215963412611,161.067645992293,324.529156022012,-3.22969852931465,54.6077438645613
"8","2013",320670,524315,1.7,22,320,1598.745274,23.4769784172662,"1","Fresh","Poor",1973,"1984",3.43987722225923,4.35451668461607,226.967418854152,417.972352691826,-3.22969852931465,54.6077438645613
"9","2013",320670,524315,1.7,22,320,1598.745274,23.4769784172662,"1","Fresh","Poor",1973,"1985",4.50992163897506,4.77895932361956,321.180726391363,516.08313672636,-3.22969852931465,54.6077438645613
"10","2013",320670,524315,1.7,22,320,1598.745274,23.4769784172662,"1","Fresh","Poor",1973,"1986",6.28612719292185,4.70802763203357,467.03204512512,611.558394182773,-3.22969852931465,54.6077438645613
"11","2013",320670,524315,1.7,22,320,1598.745274,23.4769784172662,"1","Fresh","Poor",1973,"1987",7.71883505357667,4.88929138847485,636.9191734024,700.148061688756,-3.22969852931465,54.6077438645613
"12","2013",320670,524315,1.7,22,320,1598.745274,23.4769784172662,"1","Fresh","Poor",1973,"1988",8.99474980831709,5.01335991311718,813.090705507103,759.045156627536,-3.22969852931465,54.6077438645613
"13","2013",320670,524315,1.7,22,320,1598.745274,23.4769784172662,"1","Fresh","Poor",1973,"1989",10.2316735096853,4.56759053288984,969.68192880789,805.106740786118,-3.22969852931465,54.6077438645613
"14","2013",320670,524315,1.7,22,320,1598.745274,23.4769784172662,"1","Fresh","Poor",1973,"1990",11.7779260660439,4.35389664636793,1223.49574726825,862.275087654827,-3.22969852931465,54.6077438645613
"15","2013",320670,524315,1.7,22,320,1598.745274,23.4769784172662,"1","Fresh","Poor",1973,"1991",13.2987718597339,4.24569178842847,1516.45181507072,937.289159483782,-3.22969852931465,54.6077438645613
"16","2013",320670,524315,1.7,22,320,1598.745274,23.4769784172662,"1","Fresh","Poor",1973,"1992",14.7435180455163,4.07484354043877,1824.59962235885,992.731277219249,-3.22969852931465,54.6077438645613
"17","2013",320670,524315,1.7,22,320,1598.745274,23.4769784172662,"1","Fresh","Poor",1973,"1993",16.0258574637004,4.00985669860666,2130.77864442466,1056.94258234783,-3.22969852931465,54.6077438645613
"18","2013",320670,524315,1.7,22,320,1598.745274,23.4769784172662,"1","Fresh","Poor",1973,"1994",17.0689218423964,3.94446776774743,2398.22143050913,1098.70908062898,-3.22969852931465,54.6077438645613
"19","2013",320670,524315,1.7,22,320,1598.745274,23.4769784172662,"1","Fresh","Poor",1973,"1995",17.9642959424105,3.89163864689409,2641.65762302542,1132.99204844931,-3.22969852931465,54.6077438645613
"20","2013",320670,524315,1.7,22,320,1598.745274,23.4769784172662,"1","Fresh","Poor",1973,"1996",19.0239324614613,3.93333641669031,2951.79355434323,1207.89379745747,-3.22969852931465,54.6077438645613
"21","2013",320670,524315,1.7,22,320,1598.745274,23.4769784172662,"1","Fresh","Poor",1973,"1997",20.2654937826644,4.02115268248083,3339.85024279073,1308.90294622158,-3.22969852931465,54.6077438645613
"22","2013",320670,524315,1.7,22,320,1598.745274,23.4769784172662,"1","Fresh","Poor",1973,"1998",21.2108303624398,4.24817838394454,3661.06789735933,1443.15179210931,-3.22969852931465,54.6077438645613
"23","2013",320670,524315,1.7,22,320,1598.745274,23.4769784172662,"1","Fresh","Poor",1973,"1999",22.1805122724907,4.4014017856256,4000.8985794321,1555.01618188827,-3.22969852931465,54.6077438645613
"24","2013",320670,524315,1.7,22,320,1598.745274,23.4769784172662,"1","Fresh","Poor",1973,"2000",23.0987310233531,4.47776681581638,4332.23059448009,1631.84084775227,-3.22969852931465,54.6077438645613
"25","2013",320670,524315,1.7,22,320,1598.745274,23.4769784172662,"1","Fresh","Poor",1973,"2001",23.989715574172,4.62269261565998,4671.06770368467,1738.85871687396,-3.22969852931465,54.6077438645613
"26","2013",320670,524315,1.7,22,320,1598.745274,23.4769784172662,"1","Fresh","Poor",1973,"2002",24.7120769378855,4.71294184400425,4953.32860131694,1828.30873499257,-3.22969852931465,54.6077438645613
"27","2013",320670,524315,1.7,22,320,1598.745274,23.4769784172662,"1","Fresh","Poor",1973,"2003",25.3689774435048,4.84752383951332,5220.80591916038,1936.14750482093,-3.22969852931465,54.6077438645613
"28","2013",320670,524315,1.7,22,320,1598.745274,23.4769784172662,"1","Fresh","Poor",1973,"2004",26.1155593415123,4.98165644688513,5532.01205139975,2053.63088795314,-3.22969852931465,54.6077438645613
"29","2013",320670,524315,1.7,22,320,1598.745274,23.4769784172662,"1","Fresh","Poor",1973,"2005",26.7041832651555,5.19911517260086,5791.84903287444,2203.40632028206,-3.22969852931465,54.6077438645613
"30","2013",320670,524315,1.7,22,320,1598.745274,23.4769784172662,"1","Fresh","Poor",1973,"2006",27.2658725836651,5.44145513800788,6048.16510412341,2365.28298945036,-3.22969852931465,54.6077438645613
"31","2013",320670,524315,1.7,22,320,1598.745274,23.4769784172662,"1","Fresh","Poor",1973,"2007",27.892758185234,5.66684234357779,6337.43865754695,2525.95811379925,-3.22969852931465,54.6077438645613
"32","2013",320670,524315,1.7,22,320,1598.745274,23.4769784172662,"1","Fresh","Poor",1973,"2008",28.4038467793476,5.81898659568737,6575.77012768257,2642.19234250764,-3.22969852931465,54.6077438645613
"33","2013",320670,524315,1.7,22,320,1598.745274,23.4769784172662,"1","Fresh","Poor",1973,"2009",29.0929637779655,5.98233605235527,6900.5872084168,2766.59168521128,-3.22969852931465,54.6077438645613
"34","2013",320670,524315,1.7,22,320,1598.745274,23.4769784172662,"1","Fresh","Poor",1973,"2010",29.7849317056697,6.15055147661301,7234.99765335076,2887.57050165343,-3.22969852931465,54.6077438645613
"35","2013",320670,524315,1.7,22,320,1598.745274,23.4769784172662,"1","Fresh","Poor",1973,"2011",30.4768254401705,6.42999664191202,7587.31743793793,3072.64074846259,-3.22969852931465,54.6077438645613
"36","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"1971",0.204894563139395,0.45586195256405,1.81348493048337,4.03476086497985,-3.26214192105886,54.612973126587
"37","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"1972",0.4828639052602,0.885977501895254,7.43578881326273,15.6970872577146,-3.26214192105886,54.612973126587
"38","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"1973",0.94546094596022,1.3125345098689,19.3210295819883,33.1380255665808,-3.26214192105886,54.612973126587
"39","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"1974",1.66791573941787,1.80073196084391,45.0016925583415,62.4333650264814,-3.26214192105886,54.612973126587
"40","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"1975",2.46086598387837,2.48708300162656,91.7275753217116,107.670227405429,-3.26214192105886,54.612973126587
"41","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"1976",3.77708589370422,2.8222570577691,168.918799802763,159.567531294938,-3.26214192105886,54.612973126587
"42","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"1977",5.07142190809851,3.45299289699558,287.130231198791,224.377350370407,-3.26214192105886,54.612973126587
"43","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"1978",7.20788298069566,3.8082654604804,511.592802666311,312.307152722614,-3.26214192105886,54.612973126587
"44","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"1979",8.87738627013434,4.98429656081022,796.336602783144,608.814083842904,-3.26214192105886,54.612973126587
"45","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"1980",10.0430543677133,5.7834686073023,1030.99748315136,868.441902841572,-3.26214192105886,54.612973126587
"46","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"1981",10.9622645240492,6.43233860815031,1239.23940551581,1103.53892199524,-3.26214192105886,54.612973126587
"47","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"1982",11.8398664988457,7.01910208359544,1452.7615260317,1351.93855123295,-3.26214192105886,54.612973126587
"48","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"1983",12.609665426985,7.23154260926427,1622.19875811787,1518.66127575486,-3.26214192105886,54.612973126587
"49","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"1984",13.2464852669473,7.45273636198928,1774.71131113977,1668.0882857273,-3.26214192105886,54.612973126587
"50","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"1985",13.9407584408795,7.21647194020927,1898.21231177084,1767.80377042605,-3.26214192105886,54.612973126587
"51","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"1986",14.5778854127753,7.15196074532109,2034.3009087585,1887.01885802087,-3.26214192105886,54.612973126587
"52","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"1987",15.3052236907821,7.03656585895352,2193.3180374065,1997.36087931219,-3.26214192105886,54.612973126587
"53","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"1988",15.9600949930922,7.11813739546585,2362.37040002148,2137.28490701034,-3.26214192105886,54.612973126587
"54","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"1989",16.4617580701353,7.16810576599261,2495.21115683465,2253.4521121766,-3.26214192105886,54.612973126587
"55","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"1990",16.9331163628177,7.1891399162639,2620.99651801166,2361.24592668368,-3.26214192105886,54.612973126587
"56","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"1991",17.580614398047,7.3283053671293,2810.93904453764,2541.79608725481,-3.26214192105886,54.612973126587
"57","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"1992",18.2582047881465,7.43545504728393,3012.96041409822,2696.50773753,-3.26214192105886,54.612973126587
"58","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"1993",18.87610399177,7.4895254915873,3198.93403220347,2801.24590006172,-3.26214192105886,54.612973126587
"59","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"1994",19.4119824530668,7.4735713270665,3358.37566579805,2853.88891729098,-3.26214192105886,54.612973126587
"60","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"1995",20.0104938413952,7.58264481962986,3555.41432356459,2958.66674465698,-3.26214192105886,54.612973126587
"61","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"1996",20.7723417274851,7.74339575856846,3817.03062448525,3098.85972530183,-3.26214192105886,54.612973126587
"62","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"1997",21.6052820398705,8.00551626008092,4123.73536895205,3306.18197310519,-3.26214192105886,54.612973126587
"63","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"1998",22.3847381357656,7.99776044657921,4392.14876052323,3382.0708813609,-3.26214192105886,54.612973126587
"64","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"1999",23.0613898676181,7.92046799413524,4624.88338801494,3411.74275172639,-3.26214192105886,54.612973126587
"65","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"2000",23.8486542908567,7.93125957599761,4916.15711450538,3464.25930340411,-3.26214192105886,54.612973126587
"66","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"2001",24.7474668110864,8.02273413159313,5269.62960469576,3540.66058159773,-3.26214192105886,54.612973126587
"67","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"2002",25.5888776667196,8.07625452972566,5608.42556541919,3618.43198257609,-3.26214192105886,54.612973126587
"68","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"2003",26.3225027615272,8.14078030874743,5915.00400586637,3686.4116202718,-3.26214192105886,54.612973126587
"69","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"2004",26.9924310492817,8.25052063107735,6208.36940645937,3775.97002176639,-3.26214192105886,54.612973126587
"70","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"2005",27.8191938553431,8.5279983508413,6597.52348130809,3990.77653885263,-3.26214192105886,54.612973126587
"71","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"2006",28.4837091831571,8.79144647307844,6923.95160484081,4186.80717826202,-3.26214192105886,54.612973126587
"72","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"2007",29.0774067552329,8.98417628237208,7216.8135612131,4324.22792166377,-3.26214192105886,54.612973126587
"73","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"2008",29.5486948987421,9.17704981582972,7458.82747303705,4445.18455318781,-3.26214192105886,54.612973126587
"74","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"2009",30.1330297674561,9.44343297148012,7768.14373760692,4614.51352364655,-3.26214192105886,54.612973126587
"75","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"2010",30.6898917356684,9.7435064472831,8075.26626782014,4814.05875888905,-3.26214192105886,54.612973126587
"76","2042",318585,524934,2,12,280,1121.122401,21.4163716814159,"1","Fresh","Poor",1964,"2011",31.2506174458692,9.99333040885739,8383.25326303911,4994.7160274995,-3.26214192105886,54.612973126587
"77","2191",298434,191990,2,18,312.4,1428.750029,25.5287878787879,"H","Moist","Very Poor",1971,"1974",0.153370738173062,0.433797955991035,1.47796749951826,4.18032336513076,-3.46838501332856,51.6175403623575
"78","2191",298434,191990,2,18,312.4,1428.750029,25.5287878787879,"H","Moist","Very Poor",1971,"1975",0.27842185465562,0.787495925830096,4.87064540025729,13.776265565108,-3.46838501332856,51.6175403623575
"79","2191",298434,191990,2,18,312.4,1428.750029,25.5287878787879,"H","Moist","Very Poor",1971,"1976",0.915351018865789,1.19250726441123,16.3534181377166,29.0513376762263,-3.46838501332856,51.6175403623575
"80","2191",298434,191990,2,18,312.4,1428.750029,25.5287878787879,"H","Moist","Very Poor",1971,"1977",1.50458864535139,1.74750004010584,38.7658697338502,52.4106299797221,-3.46838501332856,51.6175403623575
"81","2191",298434,191990,2,18,312.4,1428.750029,25.5287878787879,"H","Moist","Very Poor",1971,"1978",2.70673236136686,2.3805410646925,96.4861947421474,94.8122380571847,-3.46838501332856,51.6175403623575
"82","2191",298434,191990,2,18,312.4,1428.750029,25.5287878787879,"H","Moist","Very Poor",1971,"1979",3.44645487695954,3.01133880960381,155.60852275435,151.563882722894,-3.46838501332856,51.6175403623575
"83","2191",298434,191990,2,18,312.4,1428.750029,25.5287878787879,"H","Moist","Very Poor",1971,"1980",4.98437428354047,3.47188300804792,277.961930366029,241.189707724217,-3.46838501332856,51.6175403623575
"84","2191",298434,191990,2,18,312.4,1428.750029,25.5287878787879,"H","Moist","Very Poor",1971,"1981",6.23345941395406,4.18197478559735,425.362340168504,346.387585199254,-3.46838501332856,51.6175403623575
"85","2191",298434,191990,2,18,312.4,1428.750029,25.5287878787879,"H","Moist","Very Poor",1971,"1982",7.89669655462505,4.1871200957094,610.240976696144,441.528008879832,-3.46838501332856,51.6175403623575
"86","2191",298434,191990,2,18,312.4,1428.750029,25.5287878787879,"H","Moist","Very Poor",1971,"1983",9.30308782992477,3.82272713379795,780.167651712363,479.039275732481,-3.46838501332856,51.6175403623575
"87","2191",298434,191990,2,18,312.4,1428.750029,25.5287878787879,"H","Moist","Very Poor",1971,"1984",10.6754936460067,3.73943156607545,991.185005134837,550.022336593277,-3.46838501332856,51.6175403623575
"88","2191",298434,191990,2,18,312.4,1428.750029,25.5287878787879,"H","Moist","Very Poor",1971,"1985",12.2848892860638,4.0049782780379,1295.54077301901,675.817751868693,-3.46838501332856,51.6175403623575
"89","2191",298434,191990,2,18,312.4,1428.750029,25.5287878787879,"H","Moist","Very Poor",1971,"1986",13.8967496098328,3.94893486560987,1623.92439289672,762.106531099243,-3.46838501332856,51.6175403623575
"90","2191",298434,191990,2,18,312.4,1428.750029,25.5287878787879,"H","Moist","Very Poor",1971,"1987",15.5016480892903,4.01991918695203,1998.37395894772,860.532152604493,-3.46838501332856,51.6175403623575
"91","2191",298434,191990,2,18,312.4,1428.750029,25.5287878787879,"H","Moist","Very Poor",1971,"1988",16.3302119929944,3.80114143271268,2193.76170461141,874.136633464634,-3.46838501332856,51.6175403623575
"92","2191",298434,191990,2,18,312.4,1428.750029,25.5287878787879,"H","Moist","Very Poor",1971,"1989",17.2410782342232,3.53698915683915,2420.60722753752,883.423197533303,-3.46838501332856,51.6175403623575
"93","2191",298434,191990,2,18,312.4,1428.750029,25.5287878787879,"H","Moist","Very Poor",1971,"1990",18.3584893176545,3.27270166147264,2720.66545217827,889.331937191662,-3.46838501332856,51.6175403623575
"94","2191",298434,191990,2,18,312.4,1428.750029,25.5287878787879,"H","Moist","Very Poor",1971,"1991",19.4438258293236,3.06810329930671,3033.98496458683,882.600403482016,-3.46838501332856,51.6175403623575
"95","2191",298434,191990,2,18,312.4,1428.750029,25.5287878787879,"H","Moist","Very Poor",1971,"1992",20.3791465587506,3.06713582070497,3326.48340282233,915.325097900442,-3.46838501332856,51.6175403623575
"96","2191",298434,191990,2,18,312.4,1428.750029,25.5287878787879,"H","Moist","Very Poor",1971,"1993",21.1854110584304,2.99871458621325,3586.8340456943,929.914166630929,-3.46838501332856,51.6175403623575
"97","2191",298434,191990,2,18,312.4,1428.750029,25.5287878787879,"H","Moist","Very Poor",1971,"1994",21.824869133304,2.85724819709522,3797.15112161976,920.961270936212,-3.46838501332856,51.6175403623575
"98","2191",298434,191990,2,18,312.4,1428.750029,25.5287878787879,"H","Moist","Very Poor",1971,"1995",22.4157294494643,2.69190865620426,3996.14907141526,900.635883992306,-3.46838501332856,51.6175403623575
"99","2191",298434,191990,2,18,312.4,1428.750029,25.5287878787879,"H","Moist","Very Poor",1971,"1996",23.0784419990516,2.61582990594732,4230.16809888951,907.156323976743,-3.46838501332856,51.6175403623575
"100","2191",298434,191990,2,18,312.4,1428.750029,25.5287878787879,"H","Moist","Very Poor",1971,"1997",23.7574545947468,2.62689705424221,4480.34044965987,940.621608530954,-3.46838501332856,51.6175403623575
"101","2191",298434,191990,2,18,312.4,1428.750029,25.5287878787879,"H","Moist","Very Poor",1971,"1998",24.4318507359258,2.6244000469994,4735.4943854169,971.677459393263,-3.46838501332856,51.6175403623575
"102","2191",298434,191990,2,18,312.4,1428.750029,25.5287878787879,"H","Moist","Very Poor",1971,"1999",24.9350697200795,2.65270835040437,4931.63253085343,1005.7517188406,-3.46838501332856,51.6175403623575
"103","2191",298434,191990,2,18,312.4,1428.750029,25.5287878787879,"H","Moist","Very Poor",1971,"2000",25.450719119578,2.6825275504622,5136.78330373652,1043.32361187853,-3.46838501332856,51.6175403623575
"104","2191",298434,191990,2,18,312.4,1428.750029,25.5287878787879,"H","Moist","Very Poor",1971,"2001",26.0024132420435,2.70311721192303,5360.49154741487,1077.69711982565,-3.46838501332856,51.6175403623575
"105","2191",298434,191990,2,18,312.4,1428.750029,25.5287878787879,"H","Moist","Very Poor",1971,"2002",26.6938378137612,2.89316874457446,5653.96434956499,1188.90713435347,-3.46838501332856,51.6175403623575
"106","2191",298434,191990,2,18,312.4,1428.750029,25.5287878787879,"H","Moist","Very Poor",1971,"2003",27.3059012457231,3.0010116258556,5917.91668651885,1263.69182303563,-3.46838501332856,51.6175403623575
"107","2191",298434,191990,2,18,312.4,1428.750029,25.5287878787879,"H","Moist","Very Poor",1971,"2004",27.9618534376591,3.19113533521165,6210.73762259161,1379.94582225262,-3.46838501332856,51.6175403623575
"108","2191",298434,191990,2,18,312.4,1428.750029,25.5287878787879,"H","Moist","Very Poor",1971,"2005",28.4979028544893,3.34833238982583,6455.50465402439,1479.76918281939,-3.46838501332856,51.6175403623575
"109","2191",298434,191990,2,18,312.4,1428.750029,25.5287878787879,"H","Moist","Very Poor",1971,"2006",28.9591623579006,3.39930194538934,6666.01924973376,1533.23687494972,-3.46838501332856,51.6175403623575
"110","2191",298434,191990,2,18,312.4,1428.750029,25.5287878787879,"H","Moist","Very Poor",1971,"2007",29.4140376643207,3.4782832691793,6878.29531392939,1597.02877953972,-3.46838501332856,51.6175403623575
"111","2191",298434,191990,2,18,312.4,1428.750029,25.5287878787879,"H","Moist","Very Poor",1971,"2008",29.812127010498,3.55788879873967,7067.32029905186,1659.29933709798,-3.46838501332856,51.6175403623575
"112","2191",298434,191990,2,18,312.4,1428.750029,25.5287878787879,"H","Moist","Very Poor",1971,"2009",30.2076145693239,3.70106014220253,7260.89287122558,1750.43851663784,-3.46838501332856,51.6175403623575
"113","2191",298434,191990,2,18,312.4,1428.750029,25.5287878787879,"H","Moist","Very Poor",1971,"2010",30.5909306229434,3.881790420782,7453.34842971078,1856.9600322792,-3.46838501332856,51.6175403623575
"114","2191",298434,191990,2,18,312.4,1428.750029,25.5287878787879,"H","Moist","Very Poor",1971,"2011",30.9770915125543,4.12524212914135,7653.47433955085,2000.76580981577,-3.46838501332856,51.6175403623575
"115","280",252241,923791,2.5,12,155,1393.312102,17.8859459459459,"L","Wet","Very Poor",1974,"1983",0.405238582432208,0.940928301993768,7.47064915332318,21.4231772993744,-4.51422584632632,58.1781511842952
"116","280",252241,923791,2.5,12,155,1393.312102,17.8859459459459,"L","Wet","Very Poor",1974,"1984",0.824526454994115,1.45333082063606,20.0852129634581,50.7520042428963,-4.51422584632632,58.1781511842952
"117","280",252241,923791,2.5,12,155,1393.312102,17.8859459459459,"L","Wet","Very Poor",1974,"1985",1.77997747355348,2.31664478320899,62.3515582447586,122.151277267345,-4.51422584632632,58.1781511842952
"118","280",252241,923791,2.5,12,155,1393.312102,17.8859459459459,"L","Wet","Very Poor",1974,"1986",4.17632012676718,4.24035371698946,262.514663321729,393.512039345697,-4.51422584632632,58.1781511842952
"119","280",252241,923791,2.5,12,155,1393.312102,17.8859459459459,"L","Wet","Very Poor",1974,"1987",6.57737632133132,5.35217281375003,539.763093664186,805.239659965337,-4.51422584632632,58.1781511842952
"120","280",252241,923791,2.5,12,155,1393.312102,17.8859459459459,"L","Wet","Very Poor",1974,"1988",9.14608731840813,5.99204409673566,907.65407820643,1250.19919442037,-4.51422584632632,58.1781511842952
"121","280",252241,923791,2.5,12,155,1393.312102,17.8859459459459,"L","Wet","Very Poor",1974,"1989",11.4463925792092,6.23264964165617,1300.22360530175,1610.47411915579,-4.51422584632632,58.1781511842952
