SiteIdentification,Easting,Northing,Spacing,YieldClass,elevation,StemsPerHa,Height,Thinning,SoilMoistureRegime,SoilNutrientRegime,Year,meanRW_mm,RWsd_mm,mean_dbh_cm,dbhSD_cm,lon,lat,plantingYear
9004,461550,499113,2,12,350,1741.640127,23.6173913,-1,Very Wet,Very Poor,2005,2.1452,1.19143926,23.12466667,7.347680242,-1.053796925,54.38379819,1970
9004,461550,499113,2,12,350,1741.640127,23.6173913,-1,Very Wet,Very Poor,2006,1.7032,0.772723869,23.46530667,7.502225015,-1.053796925,54.38379819,1970
9004,461550,499113,2,12,350,1741.640127,23.6173913,-1,Very Wet,Very Poor,2007,2.6259,1.511125442,23.99048667,7.804450104,-1.053796925,54.38379819,1970
9004,461550,499113,2,12,350,1741.640127,23.6173913,-1,Very Wet,Very Poor,2008,2.0775,1.132645698,24.40598667,8.030979243,-1.053796925,54.38379819,1970
9004,461550,499113,2,12,350,1741.640127,23.6173913,-1,Very Wet,Very Poor,2009,2.0471,0.861286821,24.81540667,8.203236608,-1.053796925,54.38379819,1970
9004,461550,499113,2,12,350,1741.640127,23.6173913,-1,Very Wet,Very Poor,2010,1.8301,0.741730776,25.18142667,8.351582763,-1.053796925,54.38379819,1970
9004,461550,499113,2,12,350,1741.640127,23.6173913,-1,Very Wet,Very Poor,2011,2.2781,1.106025462,25.63704667,8.572787855,-1.053796925,54.38379819,1970
9008,461860,499401,1.7,16,340,2562.612646,23.75696203,-1,Very Wet,Very Poor,1972,2.766,1.519318926,0.5532,0.303863785,-1.048964644,54.38634862,1967
9008,461860,499401,1.7,16,340,2562.612646,23.75696203,-1,Very Wet,Very Poor,1973,3.245714286,1.171763018,1.202342857,0.538216389,-1.048964644,54.38634862,1967
9008,461860,499401,1.7,16,340,2562.612646,23.75696203,-1,Very Wet,Very Poor,1974,4.301428571,0.990781317,2.062628571,0.736372652,-1.048964644,54.38634862,1967
9008,461860,499401,1.7,16,340,2562.612646,23.75696203,-1,Very Wet,Very Poor,1975,5.99,1.596943509,3.260628571,1.055761354,-1.048964644,54.38634862,1967
9008,461860,499401,1.7,16,340,2562.612646,23.75696203,-1,Very Wet,Very Poor,1976,6.607777778,2.646302977,4.582184127,1.58502195,-1.048964644,54.38634862,1967
9008,461860,499401,1.7,16,340,2562.612646,23.75696203,-1,Very Wet,Very Poor,1977,7.465555556,2.414048007,6.075295238,2.067831551,-1.048964644,54.38634862,1967
9008,461860,499401,1.7,16,340,2562.612646,23.75696203,-1,Very Wet,Very Poor,1978,8.002222222,1.922678976,7.675739683,2.452367346,-1.048964644,54.38634862,1967
9008,461860,499401,1.7,16,340,2562.612646,23.75696203,-1,Very Wet,Very Poor,1979,7.015555556,1.248390074,9.078850794,2.702045361,-1.048964644,54.38634862,1967
9008,461860,499401,1.7,16,340,2562.612646,23.75696203,-1,Very Wet,Very Poor,1980,5.877777778,1.39045656,10.25440635,2.980136673,-1.048964644,54.38634862,1967
9008,461860,499401,1.7,16,340,2562.612646,23.75696203,-1,Very Wet,Very Poor,1981,5.02,1.577743642,11.25840635,3.295685401,-1.048964644,54.38634862,1967
9008,461860,499401,1.7,16,340,2562.612646,23.75696203,-1,Very Wet,Very Poor,1982,4.812222222,1.451419803,12.22085079,3.585969362,-1.048964644,54.38634862,1967
9008,461860,499401,1.7,16,340,2562.612646,23.75696203,-1,Very Wet,Very Poor,1983,3.98,1.056669295,13.01685079,3.797303221,-1.048964644,54.38634862,1967
9008,461860,499401,1.7,16,340,2562.612646,23.75696203,-1,Very Wet,Very Poor,1984,3.332222222,1.074148241,13.68329524,4.012132869,-1.048964644,54.38634862,1967
9008,461860,499401,1.7,16,340,2562.612646,23.75696203,-1,Very Wet,Very Poor,1985,3.116666667,1.217312614,14.30662857,4.255595392,-1.048964644,54.38634862,1967
9008,461860,499401,1.7,16,340,2562.612646,23.75696203,-1,Very Wet,Very Poor,1986,3.097777778,1.361412665,14.92618413,4.527877925,-1.048964644,54.38634862,1967
9008,461860,499401,1.7,16,340,2562.612646,23.75696203,-1,Very Wet,Very Poor,1987,2.708888889,1.228255312,15.4679619,4.773528987,-1.048964644,54.38634862,1967
9008,461860,499401,1.7,16,340,2562.612646,23.75696203,-1,Very Wet,Very Poor,1988,2.538888889,0.958194193,15.97573968,4.965167826,-1.048964644,54.38634862,1967
9008,461860,499401,1.7,16,340,2562.612646,23.75696203,-1,Very Wet,Very Poor,1989,1.793333333,0.742866071,16.33440635,5.11374104,-1.048964644,54.38634862,1967
9008,461860,499401,1.7,16,340,2562.612646,23.75696203,-1,Very Wet,Very Poor,1990,1.822222222,0.663188845,16.69885079,5.246378809,-1.048964644,54.38634862,1967
9008,461860,499401,1.7,16,340,2562.612646,23.75696203,-1,Very Wet,Very Poor,1991,1.117777778,0.423047804,16.92240635,5.33098837,-1.048964644,54.38634862,1967
9008,461860,499401,1.7,16,340,2562.612646,23.75696203,-1,Very Wet,Very Poor,1992,1.096666667,0.444831429,17.14173968,5.419954656,-1.048964644,54.38634862,1967
9008,461860,499401,1.7,16,340,2562.612646,23.75696203,-1,Very Wet,Very Poor,1993,1.184444444,0.364729733,17.37862857,5.492900602,-1.048964644,54.38634862,1967
9008,461860,499401,1.7,16,340,2562.612646,23.75696203,-1,Very Wet,Very Poor,1994,1.053333333,0.357351368,17.58929524,5.564370876,-1.048964644,54.38634862,1967
9008,461860,499401,1.7,16,340,2562.612646,23.75696203,-1,Very Wet,Very Poor,1995,1.257777778,0.414722129,17.84085079,5.647315302,-1.048964644,54.38634862,1967
9008,461860,499401,1.7,16,340,2562.612646,23.75696203,-1,Very Wet,Very Poor,1996,1.41,0.548885234,18.12285079,5.757092349,-1.048964644,54.38634862,1967
9008,461860,499401,1.7,16,340,2562.612646,23.75696203,-1,Very Wet,Very Poor,1997,1.968888889,0.663710111,18.51662857,5.889834371,-1.048964644,54.38634862,1967
9008,461860,499401,1.7,16,340,2562.612646,23.75696203,-1,Very Wet,Very Poor,1998,1.688888889,0.483410913,18.85440635,5.986516553,-1.048964644,54.38634862,1967
9008,461860,499401,1.7,16,340,2562.612646,23.75696203,-1,Very Wet,Very Poor,1999,1.422222222,0.696487218,19.13885079,6.125813997,-1.048964644,54.38634862,1967
9008,461860,499401,1.7,16,340,2562.612646,23.75696203,-1,Very Wet,Very Poor,2000,1.362222222,0.645460645,19.41129524,6.254906126,-1.048964644,54.38634862,1967
9008,461860,499401,1.7,16,340,2562.612646,23.75696203,-1,Very Wet,Very Poor,2001,1.331111111,0.59383172,19.67751746,6.37367247,-1.048964644,54.38634862,1967
9008,461860,499401,1.7,16,340,2562.612646,23.75696203,-1,Very Wet,Very Poor,2002,1.585555556,0.727239835,19.99462857,6.519120437,-1.048964644,54.38634862,1967
9008,461860,499401,1.7,16,340,2562.612646,23.75696203,-1,Very Wet,Very Poor,2003,1.487777778,0.837552652,20.29218413,6.686630967,-1.048964644,54.38634862,1967
9008,461860,499401,1.7,16,340,2562.612646,23.75696203,-1,Very Wet,Very Poor,2004,1.965555556,1.168761215,20.68529524,6.92038321,-1.048964644,54.38634862,1967
9008,461860,499401,1.7,16,340,2562.612646,23.75696203,-1,Very Wet,Very Poor,2005,2.046666667,0.944761875,21.09462857,7.109335585,-1.048964644,54.38634862,1967
9008,461860,499401,1.7,16,340,2562.612646,23.75696203,-1,Very Wet,Very Poor,2006,1.651111111,0.916780296,21.42485079,7.292691644,-1.048964644,54.38634862,1967
9008,461860,499401,1.7,16,340,2562.612646,23.75696203,-1,Very Wet,Very Poor,2007,2.428888889,1.149809163,21.91062857,7.522653477,-1.048964644,54.38634862,1967
9008,461860,499401,1.7,16,340,2562.612646,23.75696203,-1,Very Wet,Very Poor,2008,2.017777778,1.098928771,22.31418413,7.742439231,-1.048964644,54.38634862,1967
9008,461860,499401,1.7,16,340,2562.612646,23.75696203,-1,Very Wet,Very Poor,2009,2.08,1.35882302,22.73018413,8.014203835,-1.048964644,54.38634862,1967
9008,461860,499401,1.7,16,340,2562.612646,23.75696203,-1,Very Wet,Very Poor,2010,2.075555556,1.296457781,23.14529524,8.273495391,-1.048964644,54.38634862,1967
9008,461860,499401,1.7,16,340,2562.612646,23.75696203,-1,Very Wet,Very Poor,2011,2.165555556,1.298240262,23.57840635,8.533143444,-1.048964644,54.38634862,1967
EXM7,269680,133212,2,18,183,669.0340063,26.01654135,H,Fresh,Poor,1973,1.796666667,0.686318196,0.359333333,0.137263639,-3.861942695,51.08338109,1970
EXM7,269680,133212,2,18,183,669.0340063,26.01654135,H,Fresh,Poor,1974,3.137571429,1.258354197,0.986847619,0.388934479,-3.861942695,51.08338109,1970
EXM7,269680,133212,2,18,183,669.0340063,26.01654135,H,Fresh,Poor,1975,2.839,1.146781293,1.554647619,0.618290737,-3.861942695,51.08338109,1970
EXM7,269680,133212,2,18,183,669.0340063,26.01654135,H,Fresh,Poor,1976,2.620714286,0.870379173,2.078790476,0.792366572,-3.861942695,51.08338109,1970
EXM7,269680,133212,2,18,183,669.0340063,26.01654135,H,Fresh,Poor,1977,3.479571429,1.726217431,2.774704762,1.137610058,-3.861942695,51.08338109,1970
EXM7,269680,133212,2,18,183,669.0340063,26.01654135,H,Fresh,Poor,1978,4.9455,1.712081273,3.763804762,1.480026313,-3.861942695,51.08338109,1970
EXM7,269680,133212,2,18,183,669.0340063,26.01654135,H,Fresh,Poor,1979,5.828,1.634891084,4.929404762,1.80700453,-3.861942695,51.08338109,1970
EXM7,269680,133212,2,18,183,669.0340063,26.01654135,H,Fresh,Poor,1980,4.167375,1.179529317,5.762879762,2.042910393,-3.861942695,51.08338109,1970
EXM7,269680,133212,2,18,183,669.0340063,26.01654135,H,Fresh,Poor,1981,5.072625,1.369166059,6.777404762,2.316743605,-3.861942695,51.08338109,1970
EXM7,269680,133212,2,18,183,669.0340063,26.01654135,H,Fresh,Poor,1982,6.61825,1.904702508,8.101054762,2.697684106,-3.861942695,51.08338109,1970
EXM7,269680,133212,2,18,183,669.0340063,26.01654135,H,Fresh,Poor,1983,4.29975,0.986026333,8.961004762,2.894889373,-3.861942695,51.08338109,1970
EXM7,269680,133212,2,18,183,669.0340063,26.01654135,H,Fresh,Poor,1984,4.014375,1.468897929,9.763879762,3.188668959,-3.861942695,51.08338109,1970
EXM7,269680,133212,2,18,183,669.0340063,26.01654135,H,Fresh,Poor,1985,5.983,1.603026156,10.96047976,3.50927419,-3.861942695,51.08338109,1970
EXM7,269680,133212,2,18,183,669.0340063,26.01654135,H,Fresh,Poor,1986,6.830875,1.334753957,12.32665476,3.776224981,-3.861942695,51.08338109,1970
EXM7,269680,133212,2,18,183,669.0340063,26.01654135,H,Fresh,Poor,1987,6.32475,1.682692124,13.59160476,4.112763406,-3.861942695,51.08338109,1970
EXM7,269680,133212,2,18,183,669.0340063,26.01654135,H,Fresh,Poor,1988,5.499875,1.137583207,14.69157976,4.340280047,-3.861942695,51.08338109,1970
EXM7,269680,133212,2,18,183,669.0340063,26.01654135,H,Fresh,Poor,1989,3.54575,0.981740546,15.40072976,4.536628157,-3.861942695,51.08338109,1970
EXM7,269680,133212,2,18,183,669.0340063,26.01654135,H,Fresh,Poor,1990,3.64775,0.793205747,16.13027976,4.695269306,-3.861942695,51.08338109,1970
EXM7,269680,133212,2,18,183,669.0340063,26.01654135,H,Fresh,Poor,1991,3.852125,1.03671782,16.90070476,4.90261287,-3.861942695,51.08338109,1970
EXM7,269680,133212,2,18,183,669.0340063,26.01654135,H,Fresh,Poor,1992,4.293625,0.890116676,17.75942976,5.080636205,-3.861942695,51.08338109,1970
EXM7,269680,133212,2,18,183,669.0340063,26.01654135,H,Fresh,Poor,1993,3.974875,0.693493112,18.55440476,5.219334828,-3.861942695,51.08338109,1970
EXM7,269680,133212,2,18,183,669.0340063,26.01654135,H,Fresh,Poor,1994,3.03325,0.84171131,19.16105476,5.38767709,-3.861942695,51.08338109,1970
EXM7,269680,133212,2,18,183,669.0340063,26.01654135,H,Fresh,Poor,1995,2.78125,0.528323156,19.71730476,5.493341721,-3.861942695,51.08338109,1970
EXM7,269680,133212,2,18,183,669.0340063,26.01654135,H,Fresh,Poor,1996,2.372875,0.493856381,20.19187976,5.592112997,-3.861942695,51.08338109,1970
EXM7,269680,133212,2,18,183,669.0340063,26.01654135,H,Fresh,Poor,1997,3.02475,0.743575676,20.79682976,5.740828132,-3.861942695,51.08338109,1970
EXM7,269680,133212,2,18,183,669.0340063,26.01654135,H,Fresh,Poor,1998,4.158,1.375231617,21.62842976,6.015874456,-3.861942695,51.08338109,1970
EXM7,269680,133212,2,18,183,669.0340063,26.01654135,H,Fresh,Poor,1999,4.106,1.172285923,22.44962976,6.25033164,-3.861942695,51.08338109,1970
EXM7,269680,133212,2,18,183,669.0340063,26.01654135,H,Fresh,Poor,2000,3.61225,0.924068914,23.17207976,6.435145423,-3.861942695,51.08338109,1970
EXM7,269680,133212,2,18,183,669.0340063,26.01654135,H,Fresh,Poor,2001,2.552,0.70560592,23.68247976,6.576266607,-3.861942695,51.08338109,1970
EXM7,269680,133212,2,18,183,669.0340063,26.01654135,H,Fresh,Poor,2002,3.452,1.210362165,24.37287976,6.81833904,-3.861942695,51.08338109,1970
EXM7,269680,133212,2,18,183,669.0340063,26.01654135,H,Fresh,Poor,2003,2.42925,0.704930544,24.85872976,6.959325149,-3.861942695,51.08338109,1970
EXM7,269680,133212,2,18,183,669.0340063,26.01654135,H,Fresh,Poor,2004,2.112625,0.887886083,25.28125476,7.136902365,-3.861942695,51.08338109,1970
EXM7,269680,133212,2,18,183,669.0340063,26.01654135,H,Fresh,Poor,2005,3.183375,1.448265557,25.91792976,7.426555477,-3.861942695,51.08338109,1970
EXM7,269680,133212,2,18,183,669.0340063,26.01654135,H,Fresh,Poor,2006,2.858375,1.629015473,26.48960476,7.752358571,-3.861942695,51.08338109,1970
EXM7,269680,133212,2,18,183,669.0340063,26.01654135,H,Fresh,Poor,2007,3.956125,2.344355619,27.28082976,8.221229695,-3.861942695,51.08338109,1970
EXM7,269680,133212,2,18,183,669.0340063,26.01654135,H,Fresh,Poor,2008,3.09575,1.330831614,27.89997976,8.487396018,-3.861942695,51.08338109,1970
EXM7,269680,133212,2,18,183,669.0340063,26.01654135,H,Fresh,Poor,2009,2.186125,1.293685813,28.33720476,8.746133181,-3.861942695,51.08338109,1970
EXM7,269680,133212,2,18,183,669.0340063,26.01654135,H,Fresh,Poor,2010,2.17825,1.595425223,28.77285476,9.065218225,-3.861942695,51.08338109,1970
EXM7,269680,133212,2,18,183,669.0340063,26.01654135,H,Fresh,Poor,2011,2.659375,2.055009276,29.30472976,9.476220081,-3.861942695,51.08338109,1970
FERN,266004,82670,2,18,425,678.5552091,23.912,H,Moist,Very Poor,1975,2.82,1.060660172,0.564,0.212132034,-3.895877942,50.62828816,1971
FERN,266004,82670,2,18,425,678.5552091,23.912,H,Moist,Very Poor,1976,3.631666667,1.645179828,1.290333333,0.541168,-3.895877942,50.62828816,1971
FERN,266004,82670,2,18,425,678.5552091,23.912,H,Moist,Very Poor,1977,5.806666667,1.644818126,2.451666667,0.870131625,-3.895877942,50.62828816,1971
FERN,266004,82670,2,18,425,678.5552091,23.912,H,Moist,Very Poor,1978,8.878333333,1.9596879,4.227333333,1.262069205,-3.895877942,50.62828816,1971
FERN,266004,82670,2,18,425,678.5552091,23.912,H,Moist,Very Poor,1979,7.22125,1.325577367,5.671583333,1.527184679,-3.895877942,50.62828816,1971
FERN,266004,82670,2,18,425,678.5552091,23.912,H,Moist,Very Poor,1980,7.704444444,1.730910968,7.212472222,1.873366872,-3.895877942,50.62828816,1971
FERN,266004,82670,2,18,425,678.5552091,23.912,H,Moist,Very Poor,1981,9.414,2.995334149,9.095272222,2.472433702,-3.895877942,50.62828816,1971
FERN,266004,82670,2,18,425,678.5552091,23.912,H,Moist,Very Poor,1982,8.709,1.295500332,10.83707222,2.731533769,-3.895877942,50.62828816,1971
FERN,266004,82670,2,18,425,678.5552091,23.912,H,Moist,Very Poor,1983,6.83,1.192886322,12.20307222,2.970111033,-3.895877942,50.62828816,1971
FERN,266004,82670,2,18,425,678.5552091,23.912,H,Moist,Very Poor,1984,6.559,1.496807343,13.51487222,3.269472502,-3.895877942,50.62828816,1971
FERN,266004,82670,2,18,425,678.5552091,23.912,H,Moist,Very Poor,1985,5.89,1.663891022,14.69287222,3.602250706,-3.895877942,50.62828816,1971
FERN,266004,82670,2,18,425,678.5552091,23.912,H,Moist,Very Poor,1986,6.207,1.665840128,15.93427222,3.935418732,-3.895877942,50.62828816,1971
FERN,266004,82670,2,18,425,678.5552091,23.912,H,Moist,Very Poor,1987,7.119,1.391134229,17.35807222,4.213645578,-3.895877942,50.62828816,1971
FERN,266004,82670,2,18,425,678.5552091,23.912,H,Moist,Very Poor,1988,5.11,1.49904414,18.38007222,4.513454406,-3.895877942,50.62828816,1971
FERN,266004,82670,2,18,425,678.5552091,23.912,H,Moist,Very Poor,1989,2.899,1.234696994,18.95987222,4.760393804,-3.895877942,50.62828816,1971
FERN,266004,82670,2,18,425,678.5552091,23.912,H,Moist,Very Poor,1990,3.232,1.785072672,19.60627222,5.117408339,-3.895877942,50.62828816,1971
FERN,266004,82670,2,18,425,678.5552091,23.912,H,Moist,Very Poor,1991,4.133,1.886390145,20.43287222,5.494686368,-3.895877942,50.62828816,1971
FERN,266004,82670,2,18,425,678.5552091,23.912,H,Moist,Very Poor,1992,4.765,1.405680934,21.38587222,5.775822555,-3.895877942,50.62828816,1971
FERN,266004,82670,2,18,425,678.5552091,23.912,H,Moist,Very Poor,1993,4.494,1.225390641,22.28467222,6.020900683,-3.895877942,50.62828816,1971
FERN,266004,82670,2,18,425,678.5552091,23.912,H,Moist,Very Poor,1994,3.48,0.888556882,22.98067222,6.198612059,-3.895877942,50.62828816,1971
FERN,266004,82670,2,18,425,678.5552091,23.912,H,Moist,Very Poor,1995,2.598,0.973399541,23.50027222,6.393291967,-3.895877942,50.62828816,1971
FERN,266004,82670,2,18,425,678.5552091,23.912,H,Moist,Very Poor,1996,3.092,1.3067585,24.11867222,6.654643667,-3.895877942,50.62828816,1971
FERN,266004,82670,2,18,425,678.5552091,23.912,H,Moist,Very Poor,1997,3.713,1.890009112,24.86127222,7.03264549,-3.895877942,50.62828816,1971
FERN,266004,82670,2,18,425,678.5552091,23.912,H,Moist,Very Poor,1998,3.598,1.967140056,25.58087222,7.426073501,-3.895877942,50.62828816,1971
FERN,266004,82670,2,18,425,678.5552091,23.912,H,Moist,Very Poor,1999,3.643,2.000150272,26.30947222,7.826103555,-3.895877942,50.62828816,1971
FERN,266004,82670,2,18,425,678.5552091,23.912,H,Moist,Very Poor,2000,3.292,1.940199302,26.96787222,8.214143416,-3.895877942,50.62828816,1971
FERN,266004,82670,2,18,425,678.5552091,23.912,H,Moist,Very Poor,2001,2.784,1.723943799,27.52467222,8.558932176,-3.895877942,50.62828816,1971
FERN,266004,82670,2,18,425,678.5552091,23.912,H,Moist,Very Poor,2002,3.111,2.076152692,28.14687222,8.974162714,-3.895877942,50.62828816,1971
FERN,266004,82670,2,18,425,678.5552091,23.912,H,Moist,Very Poor,2003,2.658,1.676343905,28.67847222,9.309431495,-3.895877942,50.62828816,1971
FERN,266004,82670,2,18,425,678.5552091,23.912,H,Moist,Very Poor,2004,2.476,1.493290178,29.17367222,9.608089531,-3.895877942,50.62828816,1971
FERN,266004,82670,2,18,425,678.5552091,23.912,H,Moist,Very Poor,2005,2.633,1.778751435,29.70027222,9.963839818,-3.895877942,50.62828816,1971
FERN,266004,82670,2,18,425,678.5552091,23.912,H,Moist,Very Poor,2006,2.962,1.918186644,30.29267222,10.34747715,-3.895877942,50.62828816,1971
FERN,266004,82670,2,18,425,678.5552091,23.912,H,Moist,Very Poor,2007,3.786,2.412450115,31.04987222,10.82996717,-3.895877942,50.62828816,1971
FERN,266004,82670,2,18,425,678.5552091,23.912,H,Moist,Very Poor,2008,3.233,1.759810912,31.69647222,11.18192935,-3.895877942,50.62828816,1971
FERN,266004,82670,2,18,425,678.5552091,23.912,H,Moist,Very Poor,2009,2.995,1.143010158,32.29547222,11.41053138,-3.895877942,50.62828816,1971
FERN,266004,82670,2,18,425,678.5552091,23.912,H,Moist,Very Poor,2010,3.157,1.489123904,32.92687222,11.70835616,-3.895877942,50.62828816,1971
FERN,266004,82670,2,18,425,678.5552091,23.912,H,Moist,Very Poor,2011,3.473,1.880461232,33.62147222,12.08444841,-3.895877942,50.62828816,1971
QUA6,316574,135751,2,14,285,1025.852143,21.32761194,1,Slightly Dry,Very Poor,1976,0.81,0.461627556,0.162,0.092325511,-3.193228479,51.11495372,1971
QUA6,316574,135751,2,14,285,1025.852143,21.32761194,1,Slightly Dry,Very Poor,1977,2.7225,1.163826304,0.7065,0.325090772,-3.193228479,51.11495372,1971
QUA6,316574,135751,2,14,285,1025.852143,21.32761194,1,Slightly Dry,Very Poor,1978,6.202,1.732734833,1.9469,0.671637738,-3.193228479,51.11495372,1971
QUA6,316574,135751,2,14,285,1025.852143,21.32761194,1,Slightly Dry,Very Poor,1979,4.895,1.742466642,2.9259,1.020131067,-3.193228479,51.11495372,1971
QUA6,316574,135751,2,14,285,1025.852143,21.32761194,1,Slightly Dry,Very Poor,1980,3.325,1.360246301,3.5909,1.292180327,-3.193228479,51.11495372,1971
QUA6,316574,135751,2,14,285,1025.852143,21.32761194,1,Slightly Dry,Very Poor,1981,3.855,2.101135747,4.3619,1.712407477,-3.193228479,51.11495372,1971
QUA6,316574,135751,2,14,285,1025.852143,21.32761194,1,Slightly Dry,Very Poor,1982,5.68125,1.891374689,5.49815,2.090682414,-3.193228479,51.11495372,1971
QUA6,316574,135751,2,14,285,1025.852143,21.32761194,1,Slightly Dry,Very Poor,1983,4.3825,1.461523178,6.37465,2.38298705,-3.193228479,51.11495372,1971
QUA6,316574,135751,2,14,285,1025.852143,21.32761194,1,Slightly Dry,Very Poor,1984,3.43125,1.604025628,7.0609,2.703792176,-3.193228479,51.11495372,1971
QUA6,316574,135751,2,14,285,1025.852143,21.32761194,1,Slightly Dry,Very Poor,1985,3.63625,1.619329116,7.78815,3.027657999,-3.193228479,51.11495372,1971
QUA6,316574,135751,2,14,285,1025.852143,21.32761194,1,Slightly Dry,Very Poor,1986,5.16,1.939057208,8.82015,3.41546944,-3.193228479,51.11495372,1971
QUA6,316574,135751,2,14,285,1025.852143,21.32761194,1,Slightly Dry,Very Poor,1987,5.17125,1.673571352,9.8544,3.750183711,-3.193228479,51.11495372,1971
QUA6,316574,135751,2,14,285,1025.852143,21.32761194,1,Slightly Dry,Very Poor,1988,4.87125,1.68149965,10.82865,4.086483641,-3.193228479,51.11495372,1971
QUA6,316574,135751,2,14,285,1025.852143,21.32761194,1,Slightly Dry,Very Poor,1989,4.29,1.221076808,11.68665,4.330699002,-3.193228479,51.11495372,1971
QUA6,316574,135751,2,14,285,1025.852143,21.32761194,1,Slightly Dry,Very Poor,1990,3.3825,1.045066642,12.36315,4.539712331,-3.193228479,51.11495372,1971
QUA6,316574,135751,2,14,285,1025.852143,21.32761194,1,Slightly Dry,Very Poor,1991,3.535,0.915111234,13.07015,4.722734578,-3.193228479,51.11495372,1971
QUA6,316574,135751,2,14,285,1025.852143,21.32761194,1,Slightly Dry,Very Poor,1992,3.94625,1.164191166,13.8594,4.955572811,-3.193228479,51.11495372,1971
QUA6,316574,135751,2,14,285,1025.852143,21.32761194,1,Slightly Dry,Very Poor,1993,3.3925,1.299095839,14.5379,5.215391979,-3.193228479,51.11495372,1971
QUA6,316574,135751,2,14,285,1025.852143,21.32761194,1,Slightly Dry,Very Poor,1994,2.50125,0.682902158,15.03815,5.35197241,-3.193228479,51.11495372,1971
QUA6,316574,135751,2,14,285,1025.852143,21.32761194,1,Slightly Dry,Very Poor,1995,2.2375,0.713977791,15.48565,5.494767969,-3.193228479,51.11495372,1971
QUA6,316574,135751,2,14,285,1025.852143,21.32761194,1,Slightly Dry,Very Poor,1996,1.455,0.543848718,15.77665,5.603537712,-3.193228479,51.11495372,1971
QUA6,316574,135751,2,14,285,1025.852143,21.32761194,1,Slightly Dry,Very Poor,1997,2.2325,1.164446527,16.22315,5.836427018,-3.193228479,51.11495372,1971
QUA6,316574,135751,2,14,285,1025.852143,21.32761194,1,Slightly Dry,Very Poor,1998,3.465,1.291532866,16.91615,6.094733591,-3.193228479,51.11495372,1971
QUA6,316574,135751,2,14,285,1025.852143,21.32761194,1,Slightly Dry,Very Poor,1999,4.54,1.71097299,17.82415,6.436928189,-3.193228479,51.11495372,1971
QUA6,316574,135751,2,14,285,1025.852143,21.32761194,1,Slightly Dry,Very Poor,2000,3.57,0.973491507,18.53815,6.63162649,-3.193228479,51.11495372,1971
QUA6,316574,135751,2,14,285,1025.852143,21.32761194,1,Slightly Dry,Very Poor,2001,3.1175,0.594035833,19.16165,6.750433657,-3.193228479,51.11495372,1971
QUA6,316574,135751,2,14,285,1025.852143,21.32761194,1,Slightly Dry,Very Poor,2002,3.195,0.668067576,19.80065,6.884047172,-3.193228479,51.11495372,1971
QUA6,316574,135751,2,14,285,1025.852143,21.32761194,1,Slightly Dry,Very Poor,2003,2.32625,0.653210478,20.2659,7.014689268,-3.193228479,51.11495372,1971
QUA6,316574,135751,2,14,285,1025.852143,21.32761194,1,Slightly Dry,Very Poor,2004,2.6825,0.941696797,20.8024,7.203028627,-3.193228479,51.11495372,1971
QUA6,316574,135751,2,14,285,1025.852143,21.32761194,1,Slightly Dry,Very Poor,2005,3.3425,0.971739971,21.4709,7.397376621,-3.193228479,51.11495372,1971
QUA6,316574,135751,2,14,285,1025.852143,21.32761194,1,Slightly Dry,Very Poor,2006,2.64875,0.947469374,22.00065,7.586870496,-3.193228479,51.11495372,1971
QUA6,316574,135751,2,14,285,1025.852143,21.32761194,1,Slightly Dry,Very Poor,2007,3.085,1.545260034,22.61765,7.895922503,-3.193228479,51.11495372,1971
QUA6,316574,135751,2,14,285,1025.852143,21.32761194,1,Slightly Dry,Very Poor,2008,3.11,1.417412129,23.23965,8.179404928,-3.193228479,51.11495372,1971
QUA6,316574,135751,2,14,285,1025.852143,21.32761194,1,Slightly Dry,Very Poor,2009,2.60625,1.410257702,23.7609,8.461456469,-3.193228479,51.11495372,1971
QUA6,316574,135751,2,14,285,1025.852143,21.32761194,1,Slightly Dry,Very Poor,2010,1.8325,1.059727054,24.1274,8.67340188,-3.193228479,51.11495372,1971
QUA6,316574,135751,2,14,285,1025.852143,21.32761194,1,Slightly Dry,Very Poor,2011,2.405,1.21825402,24.6084,8.917052684,-3.193228479,51.11495372,1971
